primary_media,depth,creditline,display_date,width,invno,medium,id,title,classification,people,dimensions,description,height,onview,collection,dominantColor
/internal/media/dispatcher/21678/resize%25253Aformat%25253Dthumbnail,6.3500127,Bequest of Mrs. Jane Franklin Beal,1821,not found in JSON,2012.15.54,porcelain and underglaze cobalt blue,25972,Covered Box,Containers,Artist Unknown,Overall: 2 1/2 x 6 1/8 x 4 1/2 in. (6.4 x 15.6 x 11.4 cm),"Small, rectangular covered box with inscriptions.",11.43002286,1,Asia,#627260
/internal/media/dispatcher/5794/resize%25253Aformat%25253Dthumbnail,5.715,Gift of Mr. and Mrs. Leon Amar,probably early 20th century,16.192,2008.14.31,porcelain and overglaze enamel,16089,Covered Dish,Containers,Artist Unknown,Overall: 2 1/4 x 6 3/8 in. (5.7 x 16.2 cm),not found in JSON,not found in JSON,1,Asia,#a4926a
/internal/media/dispatcher/20856/resize%25253Aformat%25253Dthumbnail,"[33.0200660401, 29.8450596901]",Museum purchase through the Thea Katzenstein Art Acquisition Endowment Fund,late 19th century,not found in JSON,2011.14.4,ink and colors on silk,25850,Crows in Cherry Blossoms and Roses,Art Works,Numata KashÅ«,Sight: 11 3/4 Ã— 5 1/2 in. (29.8 Ã— 14 cm)Overall: 13 x 6 5/8 in. (33 x 16.8 cm),not found in JSON,not found in JSON,1,Asia,#cac1ac
/internal/media/dispatcher/1020/resize%25253Aformat%25253Dthumbnail,7.938,Museum purchase through funds from Mr. and Mrs. C. Ruxton Love,18th century,not found in JSON,92.0012,bamboo and lacquer,1779,Cup,Containers,Artist Unknown,Overall: 3 1/8 x 4 x 3 5/8 in. (7.9 x 10.2 x 9.2 cm),Cup with carved design of blossoming plum trees.,9.208,1,Asia,#a39f99
/internal/media/dispatcher/21766/resize%25253Aformat%25253Dthumbnail,"[3.492506985, 1.587503175]","Bequest of Byron F. Meyer, Jr.",1662-1722,"[6.3500127, 9.52501905]",2012.16.14A-B,porcelain and underglaze cobalt blue,26375,Cup and Saucer,Containers,Artist Unknown,Overall (Cup): 1 3/8 Ã— 2 1/2 in. (3.5 Ã— 6.4 cm)Overall (Saucer): 5/8 Ã— 3 3/4 in. (1.6 Ã— 9.5 cm),"Tea cup and saucer with Long Elizas, the name coined by the Dutch to describe these willowy robed court ladies.",not found in JSON,1,Asia,#b9b9b7
/internal/media/dispatcher/9845/resize%25253Aformat%25253Dthumbnail,4.128,Gift of Dr. and Mrs. Joseph Kurstin,19th century,not found in JSON,86.0247,walnut shell and lacquer,10127,Daruma,Art Works,Artist Unknown,Overall: 1 5/8 x 1 1/8 x 1 1/8 in. (4.1 x 2.9 x 2.9 cm),"Nut carved as Daruma, the twenty-eighth Buddhist patriarch to whom the introduction of Zen Buddhism in China is attributed.",2.858,1,Asia,#513021
/internal/media/dispatcher/7077/resize%25253Aformat%25253Dthumbnail,1.905,Museum purchase,mid 19th century,13.018,90.0004,porcelain and underglaze cobalt blue,1627,Dish,Containers,Artist Unknown,Overall: 3/4 x 5 1/8 in. (1.9 x 13 cm),"Viet Nam has a long history of producing high-quality ceramics that were exported widely to Southeast Asia and beyond. But from the mid-18th to the end of the 19th century, the Vietnamese royal courts in Hue and Hanoi placed orders for high quality porcelain decorated with underglaze cobalt blue. This ware has come to be called â€œBleu de Hueâ€� and is distinguished from the ceramic output for both the domestic and foreign market by the thickness of the potting as well as a distinctly heavy, flattened foot ring. The Vietnamese rulers felt that imported goods, including ceramics, better demonstrated the noblility of the royal court than domestic wares. It was, therefore, not unusual for the court to place special orders for Chinese ceramics, which were regarded as technically more advanced than those manufactured locally. In the early 19th century, after the Nguyen unifed Viet Nam, a royal decree was made ordering that all royal utensils for use at the court, including those originally in Hanoi, be brought to the Imperial capital at Hue. This piece, executed in the style of a traditional Chinese painting, includes a ten-character poem and two seals. The first appears to be the character zhong (center or middle) in a round cartouche and the second xi (evening) in a square cartouche. The poem translates: â€œThe withered branches are reflective of the bitterness of winter; Mr. Nian fears the emptiness of the store.â€� The two-character inscription on the foot is the Vietnamese nom equivalent of tran ngoan, precious curio or trinket. A precise date for this piece is difficult, but, based on stylistic evidence, it would appear to have been manufactured in the mid-19th century.",not found in JSON,1,Asia,#848380
/internal/media/dispatcher/1004/resize%25253Aformat%25253Dthumbnail,4.762,Museum purchase through funds from Philip G. Spool,1862-1874,20.638,83.0073.01,porcelain and overglaze enamel,4755,Dish,Containers,not found in JSON,Overall: 1 7/8 x 8 1/8 in. (4.8 x 20.6 cm),Dish depicting a pair of magpies in a rockery.,not found in JSON,1,Asia,#8c8882
/internal/media/dispatcher/1013/resize%25253Aformat%25253Dthumbnail,3.492,Museum purchase through funds from Myrna and Sheldon Palley,1875-1908,19.05,83.0077.01,porcelain and overglaze enamel,4774,Dish,Containers,not found in JSON,Overall: 1 3/8 x 7 1/2 in. (3.5 x 19.1 cm),"Dish with peach, pomegranate and citron design.",not found in JSON,1,Asia,#8e8b84
/internal/media/dispatcher/1012/resize%25253Aformat%25253Dthumbnail,3.492,Museum purchase through funds from Myrna and Sheldon Palley,late 19th century,19.05,83.0077.02,porcelain and overglaze enamel,3883,Dish,Containers,not found in JSON,Overall: 1 3/8 x 7 1/2 in. (3.5 x 19.1 cm),"Dish with peach, pomegranate and citron design.",not found in JSON,1,Asia,#94928b
/internal/media/dispatcher/1366/resize%25253Aformat%25253Dthumbnail,3.81,Museum purchase through funds from Mr. and Mrs. C. Ruxton Love,1821-1850,17.145,90.0021,porcelain and underglaze cobalt blue,7667,Dish,Containers,not found in JSON,Overall: 1 1/2 x 6 3/4 in. (3.8 x 17.1 cm),Dish with dragon design.,not found in JSON,1,Asia,#9da1a5
/internal/media/dispatcher/991/resize%25253Aformat%25253Dthumbnail,3.81,Gift of Stephen Junkunc III,1723-1735,17.462,66.133.005,porcelain and overglaze enamel,11247,Dish,Containers,not found in JSON,Overall: 1 1/2 x 6 7/8 in. (3.8 x 17.5 cm),"This dish is executed on an ""eggshell"" porcelain body; the design is in overglaze enamels of the type called famille rose in the West and fen ts'ai by the Chinese. The back of the dish is colored in a ruby pink enamel from which derives the term ""ruby-back."" This technique was apparently known by the end of the earlier K'ang-hsi period, demonstrated by a bowl in the British Museum that bears a cyclical mark corresponding to the year 1721. The design is based on a painting from a series called Ten Prized Dogs by the Jesuit artist-missionary to China, Giuseppe Castiglione, known to the Chinese as Lang Shih-ning. The subject depicted is the dog Yellow Leopard. The dish bears a six-character reign mark of Yung-cheng in underglaze blue as well as a seal of a type normally associated with paintings. These indicate that the dish was made as a ""Treasure of the Hall for cultivating Hearts,"" or the Yang Hsin-tien, which housed the bureau of works in the early years of the Ch'ing dynasty.",not found in JSON,1,Asia,#ccccc9
/internal/media/dispatcher/998/resize%25253Aformat%25253Dthumbnail,4.445,Gift of Stephen Junkunc III,1723-1735,20.638,57.094.000,"porcelain, underglaze cobalt blue and overglaze enamel",11310,Dish,Containers,not found in JSON,Overall: 1 3/4 x 8 1/8 in. (4.4 x 20.6 cm),"Because the Chinese saw in the deer the neck of a camel, the hooves of a cow, the tail of a donkey, and the antlers of a deer, the animal is known by the name ssu-pu-hsiang, or the ""four unlikes."" This dish would appear to depict a part of the Imperial Park and the type of deer that once roamed China but became extinct in the wild when grazing land was claimed for cultivation. A number of the animals were kept in the Imperial Park of the Forbidden City in Beijing until recent imperial times.",not found in JSON,1,Asia,#dce6e7
/internal/media/dispatcher/10781/resize%25253Aformat%25253Dthumbnail,3.492,Gift of Ruth and Harvey Rosenwasser,1908-1912,14.922,2005.4,porcelain and overglaze enamel,17226,Dish,Containers,Artist Unknown,Overall: 1 3/8 x 5 7/8 in. (3.5 x 14.9 cm),Dish with dragon design.,not found in JSON,1,Asia,#9c958c
/internal/media/dispatcher/3912/resize%25253Aformat%25253Dthumbnail,2.54,Gift of Mr. and Mrs. Simon Berman,19th century,not found in JSON,2003.16.18,porcelain and overglaze cobalt blue,15398,Dish,Containers,Artist Unknown,Overall: 1 x 12 x 9 3/8 in. (2.5 x 30.5 x 23.8 cm),"Oval dish with calligraphy, possibly made for export to the Japanese market.",23.812,1,Asia,#8d8c8a
/internal/media/dispatcher/10803/resize%25253Aformat%25253Dthumbnail,3.492,Gift of Brian A. Dursum,1851-1855,15.24,2005.22.15,porcelain and underglaze cobalt blue,17916,Dish,Containers,Artist Unknown,Overall: 1 3/8 x 6 in. (3.5 x 15.2 cm),"This design first made its appearance during the Kangxi period (1662-1722) and continued to the end of the Qing Dynasty in 1911. This saucer dish may have been produced prior to the destruction of the imperial kilns at Jingdezhen in 1855. The kiln was not rebuilt until 1866, or the 5th year of the succeeding Tongzhi reign and so wares produced by the imperial kilns of this period are limited. There are similar saucer dishes from the subsequent Tongzhi (1861-1874), Guangxu (1875-1908), and Xuantong (1908-1911) periods. Although the lotus is indigenous to China, the introduction of Buddhism attached new significance to the flower, and it has remained closely associated with the Buddhist faith. The lotus became a symbol of purity for Buddhists because it rises clean and stainless out of the muddy water in which it grows. By the Song Dynasty (960-1279), the flower apparently lost most of its specific Buddhist significance. Its symbolic meaning was absorbed into the secular emblems, and it developed new and typically Chinese attributes. The lotus was praised as the flower of purity and integrity, the symbol of the perfect or princely man. The honesty of an uncorrupt official was symbolized by lotus flowers and egrets (the bird also kept clean in the same muddy waters). The lotus had other symblic meanings as well. It was the emblem of summer among the Flowers of the Four Seasons, conveying the idea of happiness in maturity.",not found in JSON,1,Asia,#929496
/internal/media/dispatcher/14589/resize%25253Aformat%25253Dthumbnail,2.54,Gift of Brian A. Dursum,ca. 1750,20.32,2006.37.11,porcelain and overglaze enamel,18422,Dish,Containers,Artist Unknown,Overall: 1 x 8 in. (2.5 x 20.3 cm),The reticulation on the rim appears to be hand applied rather than produced in a mold. It is unclear if this dish was used as an underplate for a similarly designed complementary bowl or simply intended to be a decorative tour de force. The reticulation is decorated overall with small rosettes and the floral theme is continued in the center of the dish.,not found in JSON,1,Asia,#a7a7a6
/internal/media/dispatcher/14591/resize%25253Aformat%25253Dthumbnail,2.222,Gift of Brian A. Dursum,ca. 1820-1850,20.002,2006.37.13,porcelain and overglaze enamel,19057,Dish,Containers,Artist Unknown,Overall: 7/8 x 7 7/8 in. (2.2 x 20 cm),"This dish is decorated with heavy overglaze enamels depicting a multitude of richly colored flowers over a black enamel ground. There is an as yet unidentified heraldic mark on the mid upper interior of the dish. Daniel Nadler has published a similar example of this dish and heraldic mark. He refers to the pattern as a late version of the tobacco leaf pattern, which first became popular in the late 18th and early 19th century. The dish was made for order, probably for an English family. Where some of the enamels have worn, one can get a glimpse at the production process for this dish. There appears to be a glaze applied directly over the body of the dish, which was then fired as a blank. The design appears to have been outlined on the surface of the blank and the overglaze enamels applied into the outlined areas. The dish was then glazed and fired a second time to secure the enamels to the surface.",not found in JSON,1,Asia,#d3ceca
/internal/media/dispatcher/18317/resize%25253Aformat%25253Dthumbnail,3.175,Gift of The Kohen Family,ca. 1820,not found in JSON,2007.34.5,"porcelain, underglaze cobalt blue and overglaze enamels",20764,Dish,Containers,Artist Unknown,Overall: 1 1/4 x 8 1/8 x 7 1/8 in. (3.2 x 20.6 x 18.1 cm),"This oval dish would originally have had a companion bowl much like the Basket-form bowl. The interior of the dish is divided into five distinct parts. This includes, the rim, which is decorated in underglaze cobalt blue with a reserve at the top for the coat of arms; a carved, open work area, which would have been executed when the clay was hardened and before being glazed and fired; a three part center, which includes an underglaze cobalt blue fish scale design, a white open band and the central decoration of a series of palaces, bridges and waterways. This design is typical of Nanking ware, which was made for export in the early 19th century to both Europe and America. The underside of the dish is glazed but not decorated.",18.098,1,Asia,#3b539d
/internal/media/dispatcher/19049/resize%25253Aformat%25253Dthumbnail,2.54,Gift of Brian A. Dursum,1810-1840,24.13,2007.40.10,porcelain and overglaze enamels,20966,Dish,Containers,Artist Unknown,Overall: 1 x 9 1/2 in. (2.5 x 24.1 cm),"Fitzhugh is the name given to a pattern that first appears in the late 18th century and continued to be produced until the 1860s. Very few lines, as in this example, were used to create the extremely complex design, which are this styleâ€™s signature. Fitzhugh is a name given to this style by Western merchants, or possibly later by dealers. The nameâ€™s origin has been the subject of much debate. It is speculated that the name references a British East India Companyâ€™s Director, one of several engaged in the China trade. Since the style originated in the 1790â€™s, its principal importance was to the United States. But the style is also known in both England and Portugal. The Fitzhugh pattern occurs primarily in underglaze cobalt blue, but other colors include green, rouge-de-fer orange (iron red), and sepia. Of all the colors green was extremely variable and difficult to control, so that the product appears in a wide range of tonality and with varying degrees of blurring or running. This is one of the better examples of design registration.",not found in JSON,1,Asia,#cfd5cb
/internal/media/dispatcher/20102/resize%25253Aformat%25253Dthumbnail,3.492,Gift of Brian A. Dursum,ca. 1720,20.638,2008.37.3,"porcelain, underglaze cobalt blue and overglaze enamels",21338,Dish,Containers,Artist Unknown,Overall: 1 3/8 x 8 1/8 in. (3.5 x 20.6 cm),"This dish, decorated in underglaze cobalt blue and overglaze enamels, is widely appreciated as an early example of Imari, which was produced at the Arita kilns. This ceramic type was highly popular and its exportation to Europe commenced in the late 17th century when Chinese ceramic production fell off sharply due to the war between the Manchus and the Chinese Ming. Production at the Jingdezhen kilns picked up sharply after 1683. Japanese Imari was so popular that the Chinese imitated the decoration, called Chinese Imari, and shipped it to Europe until the 1730s.",not found in JSON,1,Asia,#b8b9be
/internal/media/dispatcher/18325/resize%25253Aformat%25253Dthumbnail,4.128,Gift of The Kohen Family,ca. 1755,20.638,2007.34.13,porcelain and overglaze enamels,20003,Dish,Containers,Artist Unknown,Overall: 1 5/8 x 8 1/8 in. (4.1 x 20.6 cm),"This tour de force dish is decorated in the more classic style of the earlier 18th century. The dish is molded to create the illusion of an opening lotus in the inside center of the dish. The decoration in the center is of a floral branch, possibly peony, is outlined in overglaze iron red. This outlining delineates all the parts of the flowers and its leaves, which are then shaded with gilt enamel. The inside edge is also outlined in a similar fashion with a stylized wave form and then executed in gilt. The underside of the dish reflects the molded lotus form of the interior with an overglaze enamel decoration of an opening lotus. Each lotus petal is carefully shaded in pink enamel. The edge is simply decorated with floral roundels. There is no mark on the base. It is very likely that a plate of this quality would have been made for both the European trade market as well as for domestic consumption.",not found in JSON,1,Asia,#dbe2e0
/internal/media/dispatcher/18326/resize%25253Aformat%25253Dthumbnail,4.128,Gift of The Kohen Family,ca. 1830,17.78,2007.34.14,porcelain and overglaze enamels,20462,Dish,Containers,Artist Unknown,Overall: 1 5/8 x 7 in. (4.1 x 17.8 cm),"Plates and bowls bearing the Baragon Tumed mark are well known. They were made in the Imperial factory at Jingdezhen as part of a dinner service to celebrate the marriage of one of Daoguangâ€™s ten daughters to a Mongolian prince. The center interior of the dish is decorated with a single lotus blossom. In the center of the blossom there are two intersecting vajra that form a wheel. The inside rim is decorated with two concentric lines executed in overglaze iron red. The exterior of the dish is decorated is entirely decorated in overglaze enamels. The rim is decorated with the babao or eight treasures, which includes the wheel, umbrella, eternal knot, conch shell, lotus, vase or kalasa, double fish and jewel. Between each item there is a stylized longevity or shou character. The central band is decorated with the seven gems or qibao. They are the attributes of the universal monarch, such as Prince Siddharta had he not become a Buddha. They are often used in Buddhist temples on the base of his throne. Each of these seven gems is separated with symbols of earth and water below and jeweled clouds above. The babao or eight treasures are repeated at the base, again separated by the shou or longevity character. There is the mark, executed in iron red, of the Baragon Tumed within a double red square on the base of the dish.",not found in JSON,1,Asia,#d3d7d6
/internal/media/dispatcher/18320/resize%25253Aformat%25253Dthumbnail,3.175,Gift of The Kohen Family,ca. 1770,15.24,2007.34.8,porcelain and overglaze enamels,20029,Dish,Containers,Artist Unknown,Overall: 1 1/4 x 6 in. (3.2 x 15.2 cm),This export dish is decorated in the style of European grisalle engravings. Grisalle refers to painting executed entirely in monochrome in various shades of gray. In this case a fine white porcelain body is decorated with overglaze black enamel to imitate the grisalle technique. Gilt has been applied to the enamel detailing of the dish. The central design of what appears to be a heavenly queen sitting on a cloud and flanked by her familiar - a peacock - and orb and sword is rather unusual. It is probable that the decoration is based on a contemporaneous print. The outer rim is decorated two pairs of decoration. The set above and below the central design appear to be a stylized heraldic design. The set on the right and left hand side of the dish look like open netting.,not found in JSON,1,Asia,#cdceca
/internal/media/dispatcher/1003/resize%25253Aformat%25253Dthumbnail,9.525,Gift of Linda Lynch Smoak and Dr. William M. Smoak III,1795-1820,39.052,81.026,"porcelain, overglaze enamel and gilding",23264,Dish,Containers,not found in JSON,Overall: 3 3/4 x 15 3/8 in. (9.5 x 39.1 cm),not found in JSON,not found in JSON,1,Asia,#877f5f
/internal/media/dispatcher/1005/resize%25253Aformat%25253Dthumbnail,4.445,Museum purchase through funds from Philip G. Spool,1862-1874,20.638,83.0073.02,porcelain and overglaze enamel,23272,Dish,Containers,not found in JSON,Overall: 1 3/4 x 8 1/8 in. (4.4 x 20.6 cm),Dish depicting a pair of magpies in a rockery.,not found in JSON,1,Asia,#7d7872
/internal/media/dispatcher/21052/resize%25253Aformat%25253Dthumbnail,4.44500889,Gift of Brian A. Dursum,late 18th century,23.8125476251,2011.35.1,porcelain and overglaze enamels,25899,Dish,Containers,Artist Unknown,Overall: 1 3/4 x 9 3/8 in. (4.4 x 23.8 cm),"This beautifully executed imperial dish is decorated with eight boys in the cavetto, holding the eight sacred treasures or baogu. One of the boys, in the center, is larger than the other seven. It is possible that this dish was made for the annual Boys Day celebration. The underside of the dish repeats the seven boys around the exterior. The dish bears the imperial mark of the Emperor Qianlong. The development of heavily decorated enamel porcelains became very popular during the mid to late 18th century.",not found in JSON,1,Asia,#678c85
/internal/media/dispatcher/21056/resize%25253Aformat%25253Dthumbnail,3.492506985,Gift of Brian A. Dursum,early 18th century,22.2250444501,2011.35.2,"porcelain, overglaze iron red and gilding",25900,Dish,Containers,Artist Unknown,Overall: 1 3/8 x 8 3/4 in. (3.5 x 22.2 cm),"The design on this dish shows two female attendants in a garden setting painted in ""feu de rouge"" or overglaze iron red decoration. The homes of the very wealthy ""mandarins"" often included gardens, such as the one shown in the background. The large decorative rocks in the immediate foreground and again on the right side of the female attendant holding a flower were typically found in Chinese gardens. The decoration around the center is composed of panels in the form of tulip bulbs decorated within with potted flowers and a bird on a branch. These panels are in turn broken with floral sprays. The use of iron red as the sole pigment on ceramics became popular in the early 18th century. This plate also has highlights of gold paint in the decoration.",not found in JSON,1,Asia,#8b7970
/internal/media/dispatcher/21626/resize%25253Aformat%25253Dthumbnail,6.032512065,Bequest of Mrs. Jane Franklin Beal,ca. 1750,not found in JSON,2012.15.1,porcelain and underglaze cobalt blue,25916,Dish,Containers,Artist Unknown,Overall: 2 3/8 x 7 5/8 x 5 3/8 in. (6 x 19.4 x 13.7 cm),"Leaf-shaped dish with scalloped edge, loop handle, and floral decoration.",13.6525273051,1,Asia,#cbcbcd
/internal/media/dispatcher/21687/resize%25253Aformat%25253Dthumbnail,2.857505715,Bequest of Mrs. Jane Franklin Beal,ca. 1825,not found in JSON,2012.15.60,porcelain and overglaze enamels,25978,Dish,Containers,Artist Unknown,Overall: 1 1/8 x 7 1/2 x 10 1/4 in. (2.9 x 19.1 x 26 cm),Oval armorial dish with Canton famille rose figure scene encircling the rim and a British coat-of-arms at the center.,26.0350520701,1,Asia,#6d704d
/internal/media/dispatcher/10166/resize%25253Aformat%25253Dthumbnail,10.478,Gift of Dr. Gerald Shepps through exchange,17th century,not found in JSON,94.0006,wood and iron,3756,Document Box,Containers,Artist Unknown,Overall: 4 1/8 x 10 3/4 x 6 3/8 in. (10.5 x 27.3 x 16.2 cm),not found in JSON,16.192,1,Asia,#cec9c5
/internal/media/dispatcher/124/resize%25253Aformat%25253Dthumbnail,29.21,Gift of Kenneth Shepps,17th century,not found in JSON,94.0050.04,stone,11461,The Eight Daoist Immortals,Art Works,Artist Unknown,Overall: 11 1/2 x 19 7/8 x 2 1/8 in. (29.2 x 50.5 x 5.4 cm),"The Ba Xien, or eight immortals, appear to have been adopted as part of the development of religious Taoism from the 4th-8th centuries but does not appear to have been fully codified until the early 13th century. There does not appear to be any historic basis for any of the immortals. The eight include Zong-li Zhuan who is said to have lived during the Zhou Dynasty and was said to have the power of transformation. He is also considered to be chief of the eight immortals. His emblem is the fan. Zhang Guo-lao was said to have lived between the 7th and 8th centuries and had the power to render himself invisible. His emblem is the Yu-gu, a musical wind instrument. Lu Dung-bin lived was a scholar who was said to have lived around the mid-8th century. He is the patron said of barbers and is worshipped by the sick. His emblem is the fly-whisk. Cao Guo-jiu was said to be the son of a 10th century military commander in the early Song Dynasty. He is the patron saint of the theatrical profession.",5.398,1,Asia,#4c4240
/internal/media/dispatcher/3820/resize%25253Aformat%25253Dthumbnail,29.21,Gift of Mr. and Mrs. C. Ruxton Love,late 17th century,not found in JSON,65.008.001,ink and colors on silk,9781,Eighteen Songs of the Nomad Flute,Art Works,not found in JSON,Overall: 11 1/2 x 471 in. (29.2 x 1196.3 cm),not found in JSON,not found in JSON,1,Asia,#d1c7b7
/internal/media/dispatcher/2226/resize%25253Aformat%25253Dthumbnail,16.828,Gift of John Proctor McKnight,mid 18th to mid 19th century,11.112,76.005.004,porcelain and underglaze cobalt blue,4739,Flask,Containers,Artist Unknown,Overall: 6 5/8 x 4 3/8 in. (16.8 x 11.1 cm),Flask with magpie design.,not found in JSON,1,Asia,#c2c7c6
/internal/media/dispatcher/5817/resize%25253Aformat%25253Dthumbnail,"[21.59, 26.988, 50.8]",Museum purchase,ca. 1860,not found in JSON,2004.12.5A,albumen print,15672,"Forest Temple or the 500 Genii Pagoda, Canton",Art Works,Tung Hing,Sight: 8 1/2 x 10 1/2 in. (21.6 x 26.7 cm)Sheet: 10 5/8 x 12 1/2 in. (27 x 31.8 cm)Mat: 20 x 16 in. (50.8 x 40.6 cm),not found in JSON,not found in JSON,not found in JSON,Asia,#634133
/internal/media/dispatcher/99/resize%25253Aformat%25253Dthumbnail,"[200.66, 114.3]",Gift of Dr. and Mrs. Joseph Kurstin,ca. 1830,not found in JSON,84.0093,ink on paper,9653,Gamma Sennin and the Three-legged Toad,Art Works,Tsukioka Sekkei,Sight: 45 x 17 7/8 in. (114.3 x 45.4 cm)Overall: 79 x 17 3/8 in. (200.7 x 44.1 cm),Sennin are Daoist holymen who often appear wearing a robe of leaves. They are loosely based on the Chinese Daoist immortals.,not found in JSON,1,Asia,#a28b77
/internal/media/dispatcher/2306/resize%25253Aformat%25253Dthumbnail,10.16,Gift of Dr. and Mrs. Joseph Kurstin,18th century,not found in JSON,2000.060.09,ivory and stain,13863,Gamma Sennin and the Three-legged Toad,Art Works,Artist Unknown,Overall: 4 x 1 1/8 x 5/8 in. (10.2 x 2.9 x 1.6 cm),not found in JSON,1.588,1,Asia,#a0907f
/internal/media/dispatcher/21653/resize%25253Aformat%25253Dthumbnail,22.2250444501,Bequest of Mrs. Jane Franklin Beal,late 19th century,22.8600457201,2012.15.28,porcelain and overglaze enamels,25940,Ginger Jar,Containers,Artist Unknown,Overall: 8 3/4 x 9 in. (22.2 x 22.9 cm),"Bulbous-shaped ginger jar with a sphere finial on a fitted lid and ""One Hundred Antiquities"" design.",not found in JSON,1,Asia,#161e15
/internal/media/dispatcher/101/resize%25253Aformat%25253Dthumbnail,52.705,Gift of William Luban,16th century,not found in JSON,59.084.000,bronze,11492,"Guandi, God of War",Art Works,not found in JSON,Overall (On Stand): 20 3/4 Ã— 13 Ã— 8 in. (52.7 Ã— 33 Ã— 20.3 cm),"Guandi was the historic military hero, Guan Yu, who lived during the latter part of the Han dynasty (207 BCE - 220 CE). A native of Xiezhou in Shantung province, he was one of three total strangers who became sworn brothers and fought to restore the tottering Han Dynasty. The leader of the three brothers, Liu Bei, who claimed descent from the Han imperial family, eventually became ruler of the Lesser Han dynasty during the Three Kingdoms period (220-265). Guan Yu was posthumously ennobled as a Duke in the twelfth century and eventually deified in 1594. In folktales, he is a protector and one who uses his strength to avoid war; hence is worshipped by all. In the famous fourteenth century epic novel, Romance of the Three Kingdoms, Guan Yu continually exhibits absolute righteousness, dignity, and loyalty. As the God of War, he stands against evil and is the ultimate symbol for justice, honesty, and integrity. As a result of his popularity, he ultimately found his way into shrines and temples.",20.32,1,Asia,#5b5e57
/internal/media/dispatcher/19884/resize%25253Aformat%25253Dthumbnail,69.215,Gift of Dr. Samuel Mandel,18th century,not found in JSON,99.0044.06,"wood, glass and pigment",13146,Guanyin,Art Works,Artist Unknown,Overall: 27 1/4 x 7 1/4 x 9 in. (69.2 x 18.4 x 22.9 cm),not found in JSON,22.86,not found in JSON,Asia,#4d442c
/internal/media/dispatcher/21719/resize%25253Aformat%25253Dthumbnail,18.4150368301,"Bequest of Byron F. Meyer, Jr.",late 16th or early 17th century,not found in JSON,2012.16.17,porcelain and glaze (blanc de chine ware),26378,Guanyin as Miaoshan with Sudhana,Art Works,Ho Chao-zung,Overall: 7 1/4 Ã— 3 7/8 Ã— 2 5/8 in. (18.4 Ã— 9.8 Ã— 6.7 cm),"This work is either by the hand of Ho Chaozong or Ho Chaochun, both of whom apparently lived during the late Ming Dynasty. Guanyin is seen standing on rolling clouds, wearing diaphanous robes and accompanied by her young acolyte who is holding a flute. She wears the jewels of a Bodhisattva and bears a benevolent countenance that foretells her compassionate intent.",6.667513335,1,Asia,#1d1d1c
/internal/media/dispatcher/3254/resize%25253Aformat%25253Dthumbnail,68.898,Gift of William Luban,17th century,not found in JSON,65.045.022,"bronze, lacquer and gilding",5149,"Guanyin, Goddess of Mercy",Art Works,not found in JSON,Overall: 27 1/8 x 10 7/8 x 10 1/4 in. (68.9 x 27.6 x 26 cm),"The goddess Guanyin was originally an Indian Buddhist male saint, or Bodhisattva, whose names include Padmapani, Avalokitshvara, and Lokitshvara. His name meant â€œhe who hears the cry,â€� a literal translation of the original Indian name. Starting in the Tang Dynasty, this Bodhisattva was slowly transformed from a male to a female image. Since the Indians believed that their gods had feminine and masculine aspects, it was not difficult for the Chinese to emphasize those female attributes. Four main feminine forms of Guanyin appear in China after the Tang Dynasty â€“ the most popular being the white-robed Guanyin, who had the power to bestow sons, and it was this power that made this foreign goddess popular. By the 16th century, Guanyin became a totally female Chinese deity among the imported Buddhist deities. This standing figure demonstrates the varada mudra that symbolizes charity, compassion, and reward-granting.",26.035,1,Asia,#e2e0dd
/internal/media/dispatcher/1022/resize%25253Aformat%25253Dthumbnail,18.415,Museum purchase,18th century,not found in JSON,92.0016,bronze and gilding,6369,"Guanyin, Goddess of Mercy",Art Works,Artist Unknown,Overall: 7 1/4 x 4 3/4 x 3 in. (18.4 x 12.1 x 7.6 cm),not found in JSON,7.62,1,Asia,#352616
/internal/media/dispatcher/20099/resize%25253Aformat%25253Dthumbnail,12.7,Museum purchase,ca. 1797-1806,not found in JSON,2008.34,woodcut,25692,Guo Ju Is Bestowed a Golden Cauldron,Art Works,Katsushika Hokusai,Sheet (Surimono): 5 x 7 3/8 in. (12.7 x 18.7 cm),not found in JSON,not found in JSON,1,Asia,#bcae9b
/internal/media/dispatcher/100/resize%25253Aformat%25253Dthumbnail,24.13,"Gift of Leo S. Figiel, M.D. and Jane Figiel",early 19th century,not found in JSON,85.0152,wood and stain,11479,"Han Xiang-zi, Patron of Musicians",Art Works,not found in JSON,Overall: 9 1/2 x 4 5/8 x 4 in. (24.1 x 11.7 x 10.2 cm),not found in JSON,10.16,1,Asia,#22221e
/internal/media/dispatcher/2629/resize%25253Aformat%25253Dthumbnail,"[34.29, 33.02]","Collection of the Lowe Art Museum, University of Miami",1795,not found in JSON,77.324.558,ink and colors on paper,10240,The Hundred Flowers,Art Works,Mao Zhou,Sight: 13 x 118 1/4 in. (33 x 300.4 cm)Overall: 13 1/2 x 309 1/2 in. (34.3 x 786.1 cm),"Mao Chou is the late eighteenth-century descendant of the early Qing Dynasty (1644-1911) painter Yun Shou-ping (1633-1690), who has been called the greatest flower painter of his time. Her grandmother, Yun Ping was active between 1670 and 1710 and painted mostly flowers and fruits.",not found in JSON,1,Asia,#d0c4b6
