primary_media,depth,creditline,display_date,width,invno,medium,id,title,classification,people,dimensions,description,height,onview,collection,dominantColor
/internal/media/dispatcher/5333/resize%25253Aformat%25253Dthumbnail,"[43.18, 56.832]",Gift of Thorne Barnes Donnelley,1979,not found in JSON,80.0170.4,screen print,15832,For Apollinaire - Red [to] Green,Art Works,John Christie,Sight: 17 x 10 7/8 in. (43.2 x 27.6 cm)Sheet: 22 3/8 x 14 7/8 in. (56.8 x 37.8 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#d8d1c4
/internal/media/dispatcher/5338/resize%25253Aformat%25253Dthumbnail,"[34.29, 51.118]",Gift of Thorne Barnes Donnelley,1976,not found in JSON,80.0170.9,screen print and color photograph,15814,"For Dora Marrier, A Print Without Words (2nd Version)",Art Works,John Christie,Sight: 13 1/2 x 11 1/4 in. (34.3 x 28.6 cm)Sheet: 20 1/8 x 15 in. (51.1 x 38.1 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#22242a
/internal/media/dispatcher/1846/resize%25253Aformat%25253Dthumbnail,"[9.208, 60.96]",Gift of Dr. David James,1838-1839,not found in JSON,57.018.000,pencil on paper,23917,Forgerons (Blacksmiths),Art Works,Auguste Borget,Sheet: 3 5/8 x 4 1/4 in. (9.2 x 10.8 cm)Mat: 24 x 18 in. (61 x 45.7 cm),not found in JSON,not found in JSON,1,Europe,#9e937f
/internal/media/dispatcher/11671/resize%25253Aformat%25253Dthumbnail,20.32,Gift of the Artist,not dated,not found in JSON,78.006.001,balsa wood,18135,Fork,Art Works,Vito Tognarini,Overall: 8 x 1 1/4 x 1 in. (20.3 x 3.2 x 2.5 cm),"Wood models of eating utensils. Honorable mention, winner Arango Design Competition.",2.54,not found in JSON,Europe,#d0cfce
/internal/media/dispatcher/20223/resize%25253Aformat%25253Dthumbnail,"[27.305, 27.94, 40.322]",Museum purchase through funds from an Anonymous Donor,1928,not found in JSON,2009.4,gelatin silver print,22105,"Fork, Paris",Art Works,AndrÃ© KertÃ©sz,Sight: 10 3/4 x 13 5/8 in. (27.3 x 34.6 cm)Sheet: 11 x 13 7/8 in. (27.9 x 35.2 cm)Mat: 15 7/8 x 19 7/8 in. (40.3 x 50.5 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#cdccc9
/internal/media/dispatcher/5352/resize%25253Aformat%25253Dthumbnail,38.1,Gift of Howard Youngstein,1967,not found in JSON,79.027.000.6,screen print,15170,Formica-Formikel,Art Works,Eduardo Luigi Paolozzi,Sheet: 15 x 10 in. (38.1 x 25.4 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#967364
/internal/media/dispatcher/8617/resize%25253Aformat%25253Dthumbnail,24.765,Gift of Drs. Ann and Robert Walzer,1784-1786,not found in JSON,2004.50.9.10,engraving,17607,"A Fortified Town, or Village, Called a Hippah, Built on a Perforated Rock, at Tolaga, in New Zealand",Art Works,John Webber,Sheet: 9 3/4 x 14 1/4 in. (24.8 x 36.2 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#7d6f58
/internal/media/dispatcher/17339/resize%25253Aformat%25253Dthumbnail,"[63.5, 58.42]",Gift of Ann and Dr. Norman Jaffe,1965,not found in JSON,99.0030.68,oil and mixed media on linen,13627,Fosil Negro A,Art Works,Dario Villalba,Sight: 23 x 35 5/8 in. (58.4 x 90.5 cm)Framed: 25 x 37 5/8 x 1 1/8 in. (63.5 x 95.6 x 2.9 cm),not found in JSON,2.858,not found in JSON,Europe,#222328
/internal/media/dispatcher/5477/resize%25253Aformat%25253Dthumbnail,"[47.625, 63.818]",Gift of Dr. and Mrs. Rudolph E. Drosd,1953,not found in JSON,78.028.012,screen print,5941,Fou,Art Works,Auguste Herbin,Sight: 18 3/4 x 12 7/8 in. (47.6 x 32.7 cm)Sheet: 25 1/8 x 19 1/4 in. (63.8 x 48.9 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#1a2b31
/internal/media/dispatcher/11832/resize%25253Aformat%25253Dthumbnail,"[80.962, 55.245]",Gift of Bernie Bercuson,ca. 1900-1920,not found in JSON,94.0042.02,lithograph,9721,Four Figures and Bicycles,Art Works,Fernand LÃ©ger,Sight: 21 3/4 x 26 1/4 in. (55.2 x 66.7 cm)Framed: 31 7/8 x 36 3/8 x 1 1/4 in. (81 x 92.4 x 3.2 cm),not found in JSON,3.175,not found in JSON,Europe,#b1a382
/internal/media/dispatcher/15005/resize%25253Aformat%25253Dthumbnail,"[17.78, 35.242]","Collection of the Lowe Art Museum, University of Miami",1764,not found in JSON,65.052.094,etching,6319,Four Women and a Child,Art Works,Francesco Bartolozzi,Sight: 7 x 10 1/2 in. (17.8 x 26.7 cm)Sheet: 13 7/8 x 19 in. (35.2 x 48.3 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#a7967a
/internal/media/dispatcher/14758/resize%25253Aformat%25253Dthumbnail,"[42.862, 24.448]",Gift of Dr. Daniel J. DelRowe,not dated,not found in JSON,98.0044.25,etching,12638,Franciscus Franck,Art Works,Anthony van Dyck,Sight: 9 5/8 x 6 1/4 in. (24.4 x 15.9 cm)Sheet: 16 7/8 x 11 1/4 in. (42.9 x 28.6 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#a29c87
/internal/media/dispatcher/14737/resize%25253Aformat%25253Dthumbnail,"[37.465, 24.448]",Gift of Dr. and Mrs. Daniel Sharkey,not dated,not found in JSON,98.0043.60,etching,24321,Franciscus Franck,Art Works,Anthony van Dyck,Sight: 9 5/8 x 6 1/4 in. (24.4 x 15.9 cm)Sheet: 14 3/4 x 9 5/8 in. (37.5 x 24.4 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#aba084
/internal/media/dispatcher/14728/resize%25253Aformat%25253Dthumbnail,"[23.178, 38.735]",Gift of Dr. and Mrs. Daniel Sharkey,not dated,not found in JSON,98.0043.51,etching,12387,"Franciscus Thomas, Price of Sabaudia",Art Works,Anthony van Dyck,Sight: 9 1/8 x 7 1/4 in. (23.2 x 18.4 cm)Sheet: 15 1/4 x 11 3/8 in. (38.7 x 28.9 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#413c32
/internal/media/dispatcher/15097/resize%25253Aformat%25253Dthumbnail,"[32.068, 26.67]",Gift of M. Knoedler and Co.,1923,not found in JSON,53.058.000,drypoint,8866,Frank Weitenkampf,Art Works,David Muirhead Bone,Sight: 10 1/2 x 4 7/8 in. (26.7 x 12.4 cm)Sheet: 12 5/8 x 9 1/4 in. (32.1 x 23.5 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#a59b7f
/internal/media/dispatcher/14733/resize%25253Aformat%25253Dthumbnail,"[27.305, 25.4, 34.925]",Gift of Dr. and Mrs. Daniel Sharkey,not dated,not found in JSON,98.0043.56,etching,11955,Fredericus Henricus,Art Works,Anthony van Dyck,Sight: 10 x 7 3/4 in. (25.4 x 19.7 cm)Sheet: 10 3/4 x 8 3/8 in. (27.3 x 21.3 cm)Overall: 13 3/4 Ã— 11 in. (34.9 Ã— 27.9 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#575045
/internal/media/dispatcher/17279/resize%25253Aformat%25253Dthumbnail,57.785,Gift of Loyd and Jennie H. Kiernan,1954,not found in JSON,77.324.352.66,screen print,19736,"Freguezia de Santo Amaro - S. Francisco, Plate 66",Art Works,Jean-Baptiste Debret,Sheet: 22 3/4 x 15 in. (57.8 x 38.1 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#ebe1cd
/internal/media/dispatcher/6582/resize%25253Aformat%25253Dthumbnail,50.165,Gift of Mark Jacobson,1979,not found in JSON,79.033.000.3,lithograph,15828,Fridgewood,Art Works,AndrÃ© Thomkins,Sheet: 19 3/4 x 13 3/4 in. (50.2 x 34.9 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#a29aa4
/internal/media/dispatcher/1767/resize%25253Aformat%25253Dthumbnail,"[76.518, 113.03]",Gift of Henry Weiss,1877,not found in JSON,76.028.000,oil on canvas,471,Friends in Rough Weather,Art Works,James Clarke Hook,Sight: 30 1/8 x 51 3/4 in. (76.5 x 131.4 cm)Framed: 44 1/2 x 65 3/4 x 3 5/8 in. (113 x 167 x 9.2 cm),not found in JSON,9.208,not found in JSON,Europe,#827e5e
/internal/media/dispatcher/14393/resize%25253Aformat%25253Dthumbnail,35.242,Gift of Dr. David James,not dated,not found in JSON,60.224.012,lithograph,10335,"La Friture manquÃ¨e tableau en un petit acte. (La scÃ¨ne se passÃ© sur la Seine.), Plate 5",Art Works,Paul Gavarni,Sheet: 13 7/8 x 10 1/4 in. (35.2 x 26 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#c1b89e
/internal/media/dispatcher/5417/resize%25253Aformat%25253Dthumbnail,"[77.47, 66.358]",Gift of Anne Steinberg,1968-1978,not found in JSON,81.0259.01,screen print,1823,The Frog,Art Works,Ronald King,Sight: 26 1/8 x 19 in. (66.4 x 48.3 cm)Sheet: 30 1/2 x 22 3/8 in. (77.5 x 56.8 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#ab3d33
/internal/media/dispatcher/15147/resize%25253Aformat%25253Dthumbnail,"[20.002, 28.893]",Gift of Dr. David Klein,1665,not found in JSON,74.006.495,etching,4420,"Frontispiece from Bills of Mortality from December 27, 1664 through December 19, 1665",Art Works,E. Cotes,Sight: 7 7/8 x 5 3/4 in. (20 x 14.6 cm)Sheet: 11 3/8 x 9 1/4 in. (28.9 x 23.5 cm),Bills of Mortality were published weekly and summarized deaths in London due to the Black Plague.,not found in JSON,not found in JSON,Europe,#b6ad99
/internal/media/dispatcher/15142/resize%25253Aformat%25253Dthumbnail,"[43.18, 34.29]",Gift of Dr. David Klein,1800,not found in JSON,74.006.293,etching,10847,Frontpiece to Dr. Bellendenus's Sermon,Art Works,James Sayer,Sight: 13 1/2 x 10 1/2 in. (34.3 x 26.7 cm)Sheet: 17 x 13 in. (43.2 x 33 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#807a69
/internal/media/dispatcher/15131/resize%25253Aformat%25253Dthumbnail,"[26.352, 34.29]",Gift of Dr. David Klein,1776,not found in JSON,74.005.415,etching,9198,A Fruit Piece In the Marble Parlor at Houghton,Art Works,Richard Earlom,Sight: 10 3/8 x 13 3/4 in. (26.4 x 34.9 cm)Sheet: 13 1/2 x 15 7/8 in. (34.3 x 40.3 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#2f2b23
/internal/media/dispatcher/14316/resize%25253Aformat%25253Dthumbnail,24.765,Gift of Dr. Daniel J. DelRowe,"May 13, 1850",not found in JSON,98.0044.40,lithograph,24326,"FÃªte du 4 Mai (Festival of May 4th), Plate 114",Art Works,HonorÃ© Daumier,Sheet: 9 3/4 x 14 3/8 in. (24.8 x 36.5 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#a89d86
/internal/media/dispatcher/17256/resize%25253Aformat%25253Dthumbnail,57.785,Gift of Loyd and Jennie H. Kiernan,1954,not found in JSON,77.324.352.49,screen print,19697,"FÃªte du retour de S. M. de La Bahia, Plate 49",Art Works,Jean-Baptiste Debret,Sheet: 22 3/4 x 15 in. (57.8 x 38.1 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#e4dac9
/internal/media/dispatcher/15184/resize%25253Aformat%25253Dthumbnail,59.055,Gift of Edward J. Safdie,1971,not found in JSON,81.0265.05,screen print,2665,Fugue V,Art Works,William Turnbull,Sheet: 23 1/4 x 31 1/4 in. (59.1 x 79.4 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#ddcfa9
/internal/media/dispatcher/15034/resize%25253Aformat%25253Dthumbnail,"[29.528, 39.37, 60.96]",Gift of Dr. and Mrs. Allen Dunn,1927-1931 (printed 1952),not found in JSON,82.0203,etching,3041,"The Funeral of the Lioness, Plate 84",Art Works,Marc Chagall,"11 5/8 x 9 3/8""",not found in JSON,not found in JSON,not found in JSON,Europe,#988e7b
/internal/media/dispatcher/17771/resize%25253Aformat%25253Dthumbnail,"[102.87, 97.79]",Gift of Ann and Dr. Norman Jaffe,1965,not found in JSON,99.0030.88,oil on canvas,13096,Futbolista,Art Works,Dario Villalba,Sight: 38 1/2 x 31 1/2 in. (97.8 x 80 cm)Framed: 40 1/2 x 33 5/8 x 1 1/8 in. (102.9 x 85.4 x 2.9 cm),not found in JSON,2.858,not found in JSON,Europe,#333337
/internal/media/dispatcher/17315/resize%25253Aformat%25253Dthumbnail,57.785,Gift of Loyd and Jennie H. Kiernan,1954,not found in JSON,77.324.352.90,screen print,25410,"Gallo, Plate 90",Art Works,Jean-Baptiste Debret,Sheet: 22 3/4 x 15 in. (57.8 x 38.1 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#ece6d4
/internal/media/dispatcher/19007/resize%25253Aformat%25253Dthumbnail,"[28.258, 50.8]",Museum purchase,1868 (printed 1985),not found in JSON,2007.37.13,photogravure,20040,"Gallowgate, Glasgow",Art Works,Thomas Annan,Sight: 11 1/8 x 9 1/4 in. (28.3 x 23.5 cm)Sheet: 20 x 16 in. (50.8 x 40.6 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#5f5c56
/internal/media/dispatcher/15239/resize%25253Aformat%25253Dthumbnail,54.61,Gift of Dr. David James,1821,not found in JSON,62.047.013,lithograph,10334,"Galvina, Trenmor, Morar and Crugal",Art Works,Anne-Louis Girodet de Roucy-Trioson,Sheet: 21 1/2 x 14 in. (54.6 x 35.6 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#868480
/internal/media/dispatcher/14732/resize%25253Aformat%25253Dthumbnail,"[22.86, 39.052]",Gift of Dr. and Mrs. Daniel Sharkey,not dated,not found in JSON,98.0043.55,etching,12046,Gaston of Francia,Art Works,Anthony van Dyck,Sight: 9 x 6 3/4 in. (22.9 x 17.1 cm)Sheet: 15 3/8 x 11 3/8 in. (39.1 x 28.9 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#796f5d
/internal/media/dispatcher/9500/resize%25253Aformat%25253Dthumbnail,"[16.192, 20.32]",Gift of Michael McEachen,2005,not found in JSON,2005.3.4,color photograph,16883,"The Gates, Central Park, New York City, 1979-2005",Art Works,Wolfgang Volz,Sight: 6 3/8 x 9 1/2 in. (16.2 x 24.1 cm)Sheet: 8 x 10 in. (20.3 x 25.4 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#443935
/internal/media/dispatcher/9497/resize%25253Aformat%25253Dthumbnail,"[24.13, 25.4]",Gift of Michael McEachen,2005,not found in JSON,2005.3.1,color photograph,17553,"The Gates, Central Park, New York City, 1979-2005",Art Works,Wolfgang Volz,Sight: 9 1/2 x 6 3/8 in. (24.1 x 16.2 cm)Sheet: 10 x 8 in. (25.4 x 20.3 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#383935
/internal/media/dispatcher/9499/resize%25253Aformat%25253Dthumbnail,"[16.192, 20.32]",Gift of Michael McEachen,2005,not found in JSON,2005.3.3,color photograph,17554,"The Gates, Central Park, New York City, 1979-2005",Art Works,Wolfgang Volz,Sight: 6 3/8 x 9 1/2 in. (16.2 x 24.1 cm)Sheet: 8 x 10 in. (20.3 x 25.4 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#3c3f3f
/internal/media/dispatcher/9498/resize%25253Aformat%25253Dthumbnail,"[16.192, 20.32]",Gift of Michael McEachen,2005,not found in JSON,2005.3.2,color photograph,17622,"The Gates, Central Park, New York City, 1979-2005",Art Works,Wolfgang Volz,Sight: 6 3/8 x 9 1/2 in. (16.2 x 24.1 cm)Sheet: 8 x 10 in. (20.3 x 25.4 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#974720
/internal/media/dispatcher/14985/resize%25253Aformat%25253Dthumbnail,"[32.068, 62.548]",Gift of Ira Mogitz,1881,not found in JSON,S83.0269.08,etching,9609,"Gefallene Reifer (Fallen Rider), Plate 11",Art Works,Max Klinger,Sight: 12 5/8 x 7 3/4 in. (32.1 x 19.7 cm)Sheet: 24 5/8 x 17 5/8 in. (62.5 x 44.8 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#2d2b26
/internal/media/dispatcher/14194/resize%25253Aformat%25253Dthumbnail,46.99,"Collection of the Lowe Art Museum, University of Miami",not dated,not found in JSON,77.324.778,gouache on paper,1846,Geometric Shapes,Art Works,Bela Kadar,Sheet: 18 1/2 x 11 3/4 in. (47 x 29.8 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#c1b588
/internal/media/dispatcher/15130/resize%25253Aformat%25253Dthumbnail,"[23.495, 32.068]",Gift of Dr. David Klein,1810,not found in JSON,74.005.391,engraving,3417,George III,Art Works,Richard Dighton,Sight: 9 1/4 x 7 3/4 in. (23.5 x 19.7 cm)Sheet: 12 5/8 x 8 3/4 in. (32.1 x 22.2 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#c4bc9f
/internal/media/dispatcher/15191/resize%25253Aformat%25253Dthumbnail,25.718,Gift of Bernie Bercuson,1897,not found in JSON,94.0042.22,lithograph,7491,Georges Clemenceau et l'occuliste Mayer (Georges Clemenceau and the Eye Specialist Mayer),Art Works,Henri de Toulouse-Lautrec,Sheet: 10 1/8 x 7 5/8 in. (25.7 x 19.4 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#dfd7c3
/internal/media/dispatcher/14721/resize%25253Aformat%25253Dthumbnail,"[23.495, 36.195]",Gift of Dr. and Mrs. Daniel Sharkey,not dated,not found in JSON,98.0043.44,etching,12386,Gerardus Honthorst,Art Works,Anthony van Dyck,Sight: 9 1/4 x 6 3/4 in. (23.5 x 17.1 cm)Sheet: 14 1/4 x 10 1/2 in. (36.2 x 26.7 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#a69f8e
/internal/media/dispatcher/1418/resize%25253Aformat%25253Dthumbnail,not found in JSON,Gift of The Samuel H. Kress Foundation,1520s,"[87.63, 66.04]",61.013.000,oil on wood,8769,Ghismonda with the Heart of Guiscardo,Art Works,Bacchiacca,Sight: 26 in. (66 cm)Framed: 3 3/4 x 34 1/2 in. (9.5 x 87.6 cm),"Bacchiaccaâ€™s painting illustrates the tragic tale from the Decameron by Giovanni Boccaccio (1313-1375) of the princess Ghismonda and her lover Guiscardo, a servant at her fatherâ€™s court. Following the discovery of his daughterâ€™s illicit affair, Prince Tancredi orders Guiscardo strangled and his heart cut out; he sends it to Ghismonda in a chalice with a note: â€œYour father sends you this to comfort you with that which you loved most â€¦â€� In the painting, Ghismonda is shown weeping over Guiscardoâ€™s heart, surrounded by distraught ladies-in-waiting; the bottle below her feet presumably holds the poison that she drinks at the end of the story. The shape of the panel, the presence of coats-of-arms on the reverse, and its subject matter of true love are typical features of a desco da sposa (or desco delle nozze), a round painting used to carry gifts to a new bride as part of the marriage customs of the elite merchant class of Renaissance Florence.",9.525,1,Europe,#483825
/internal/media/dispatcher/9830/resize%25253Aformat%25253Dthumbnail,14.922,Gift of Dr. and Mrs. Joseph Kurstin,1976,not found in JSON,82.0178,ivory and rhinoceros horn,5389,Ghost,Art Works,Michael Birch,Overall: 5 7/8 x 5/8 x 3/4 in. (14.9 x 1.6 x 1.9 cm),not found in JSON,1.905,not found in JSON,Europe,#999390
/internal/media/dispatcher/16898/resize%25253Aformat%25253Dthumbnail,32.385,Gift of Dr. David Klein,ca. 1700,not found in JSON,74.008.000.53,engraving,25370,Gideon Wrings Dew Out of the Fleece (Judges 6),Art Works,Caspar Luyken,Sheet: 12 3/4 x 8 3/4 in. (32.4 x 22.2 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#adab9b
/internal/media/dispatcher/15046/resize%25253Aformat%25253Dthumbnail,"[30.48, 38.1, 17.78]",Gift of M. Knoedler and Co.,ca. 1924,not found in JSON,53.079.000,etching,2471,Glen Strae,Art Works,David Young Cameron,Sight: 7 x 16 3/4 in. (17.8 x 42.5 cm)Sheet: 12 x 19 in. (30.5 x 48.3 cm)Overall: 15 x 20 in. (38.1 x 50.8 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#c3bba2
/internal/media/dispatcher/6469/resize%25253Aformat%25253Dthumbnail,46.99,Gift of J. Tyler Griffin,1978,not found in JSON,80.0181,book with 8 lithographs,4757,A Glimpse of Thomas Traherne,Information Forms,Ann Brunskill,Overall (Slipcase): 18 1/2 Ã— 13 1/8 Ã— 1 1/8 in. (47 Ã— 33.3 Ã— 2.9 cm),not found in JSON,2.858,not found in JSON,Europe,#e8dee1
/internal/media/dispatcher/3507/resize%25253Aformat%25253Dthumbnail,43.18,Gift of Byron F. Meyer Jr.,1662,not found in JSON,2003.1.30,engraving,14550,Ã‰glise de l'Abbaye Royale de St. Ouen de Rouen veÃ¼e du coste du midy,Art Works,GÃ©rard Audran,Sheet: 17 x 22 3/4 in. (43.2 x 57.8 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#87785b
/internal/media/dispatcher/7258/resize%25253Aformat%25253Dthumbnail,6.032,Bequest of Benedict G. Rucker,1918,not found in JSON,2004.33.53.4,glass plate stereo transparency,16003,L'Ã©glise de Revigny (The Church of Revigny),Art Works,Ã‰ditions S.T.L.,Overall: 2 3/8 x 5 in. (6 x 12.7 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#d7d7d7
/internal/media/dispatcher/1681/resize%25253Aformat%25253Dthumbnail,"[65.088, 39.37, 75.248]",Gift of Kenneth and Helyne Treister,1975,not found in JSON,94.0037.06.11,hand colored etching,23853,The Glory That Was Spain's,Art Works,Salvador DalÃ­,Sight: 15 1/2 x 12 1/2 in. (39.4 x 31.8 cm)Sheet: 25 5/8 x 19 5/8 in. (65.1 x 49.8 cm)Framed: 29 5/8 x 24 1/8 x 1 1/4 in. (75.2 x 61.3 x 3.2 cm),not found in JSON,3.175,not found in JSON,Europe,#e7e3d8
/internal/media/dispatcher/16508/resize%25253Aformat%25253Dthumbnail,46.355,Gift of James W. Dye,1963,not found in JSON,S79.026.000.12,lithograph,19729,"Gloucester and Edgar, Act IV Scene VI: This World I Do Renounce",Art Works,Oskar Kokoschka,Sheet: 18 1/4 x 14 1/4 in. (46.4 x 36.2 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#e3e2da
/internal/media/dispatcher/16524/resize%25253Aformat%25253Dthumbnail,46.355,Gift of William A. Graham IV,1963,not found in JSON,S79.028.000.12,lithograph,25312,"Gloucester and Edgar, Act IV Scene VI: This World I Do Renounce",Art Works,Oskar Kokoschka,Sheet: 18 1/4 x 14 1/4 in. (46.4 x 36.2 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#e3e2da
/internal/media/dispatcher/16521/resize%25253Aformat%25253Dthumbnail,46.355,Gift of William A. Graham IV,1963,not found in JSON,S79.028.000.9,lithograph,18710,"Gloucester Led by an Old Man, Act IV Scene I: I Have No Way; and Therefore Want No Eyes",Art Works,Oskar Kokoschka,Sheet: 18 1/4 x 14 1/4 in. (46.4 x 36.2 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#e6e6df
/internal/media/dispatcher/16505/resize%25253Aformat%25253Dthumbnail,46.355,Gift of James W. Dye,1963,not found in JSON,S79.026.000.9,lithograph,19047,"Gloucester Led by an Old Man, Act IV Scene I: I Have No Way; and Therefore Want No Eyes",Art Works,Oskar Kokoschka,Sheet: 18 1/4 x 14 1/4 in. (46.4 x 36.2 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#e6e6df
/internal/media/dispatcher/14801/resize%25253Aformat%25253Dthumbnail,"[23.178, 26.352]",Gift of Dr. and Mrs. Daniel Sharkey,"March 22, 1835",not found in JSON,99.0031.36,lithograph,13083,"Le gÃ©nie du MinistÃ¨re, l'immortel Fichurond (Genius of the Ministry, the Immortal Fichurond)",Art Works,HonorÃ© Daumier,Sheet: 9 1/8 x 12 3/8 in. (23.2 x 31.4 cm)Overall: 10 3/8 x 13 7/8 in. (26.4 x 35.2 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#d1cab5
/internal/media/dispatcher/11664/resize%25253Aformat%25253Dthumbnail,33.655,Gift of Mr. and Mrs. Arnold Saltzman,1966,not found in JSON,74.018.005,glass,1028,Goat,Art Works,Jean Cocteau,Overall: 13 1/4 x 17 5/8 x 10 1/2 in. (33.7 x 44.8 x 26.7 cm),not found in JSON,26.67,not found in JSON,Europe,#d0d5d3
/internal/media/dispatcher/14671/resize%25253Aformat%25253Dthumbnail,"[13.652, 6.985]","Collection of the Lowe Art Museum, University of Miami",1654,not found in JSON,53.020.000,engraving,251,Goats,Art Works,ThÃ©odorus van Kessel,Sight: 2 3/4 x 4 in. (7 x 10.2 cm)Sheet: 5 3/8 x 5 1/4 in. (13.7 x 13.3 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#a8a296
/internal/media/dispatcher/16933/resize%25253Aformat%25253Dthumbnail,33.973,Gift of Dr. David Klein,ca. 1700,not found in JSON,74.008.000.88,engraving,20172,God Commands the Crows to Feed the Prophet Elijah During a Drought (1 Kings 17),Art Works,Caspar Luyken,Sheet: 13 3/8 x 9 1/4 in. (34 x 23.5 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#bdbaaf
/internal/media/dispatcher/16931/resize%25253Aformat%25253Dthumbnail,33.338,Gift of Dr. David Klein,ca. 1700,not found in JSON,74.008.000.86,engraving,20171,God Destroys King Jeroboani's Altar to False Gods (1 Kings 13),Art Works,Jan Luyken,Sheet: 13 1/8 x 9 3/8 in. (33.3 x 23.8 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#cdccbe
/internal/media/dispatcher/16857/resize%25253Aformat%25253Dthumbnail,32.068,Gift of Dr. David Klein,ca. 1700,not found in JSON,74.008.000.12,engraving,19741,God Orders Abraham and Lot to Return from Egypt (Genesis 13),Art Works,Jan Luyken,Sheet: 12 5/8 x 8 3/4 in. (32.1 x 22.2 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#ada99b
/internal/media/dispatcher/14742/resize%25253Aformat%25253Dthumbnail,8.572,Gift of Dr. Daniel J. DelRowe,1655,not found in JSON,98.0044.01,etching,12376,The Goldsmith,Art Works,Artist Unknown,Sheet: 3 3/8 x 2 1/2 in. (8.6 x 6.4 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#b4ab98
/internal/media/dispatcher/16522/resize%25253Aformat%25253Dthumbnail,46.355,Gift of William A. Graham IV,1963,not found in JSON,S79.028.000.10,lithograph,19362,"Goneril and Edmund, Act IV Scene II: Decline Your Head, This Kiss If It Durst Speak",Art Works,Oskar Kokoschka,Sheet: 18 1/4 x 14 1/4 in. (46.4 x 36.2 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#e1dfdb
/internal/media/dispatcher/16506/resize%25253Aformat%25253Dthumbnail,46.355,Gift of James W. Dye,1963,not found in JSON,S79.026.000.10,lithograph,19728,"Goneril and Edmund, Act IV Scene II: Decline Your Head, This Kiss If It Durst Speak",Art Works,Oskar Kokoschka,Sheet: 18 1/4 x 14 1/4 in. (46.4 x 36.2 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#e1dfdb
/internal/media/dispatcher/15019/resize%25253Aformat%25253Dthumbnail,50.8,Gift of Dr. and Mrs. Marvin Sackner,1919,not found in JSON,81.0534,portfolio with 14 prints,18840,Gontcharova Larionow: L'art dÃ©coratif thÃ©Ã¢tral moderne,Art Works,Natalia Goncharova,Overall: 20 x 14 in. (50.8 x 35.6 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#c3ad8e
/internal/media/dispatcher/1419/resize%25253Aformat%25253Dthumbnail,"[62.865, 84.7726695453]",Gift of The Samuel H. Kress Foundation,1530s,not found in JSON,61.035.000,tempera on wood,8449,The Good Samaritan,Art Works,Domenico Campagnola,Sight: 24 3/4 x 34 in. (62.9 x 86.4 cm)Framed: 33 3/8 x 42 5/8 x 4 in. (84.8 x 108.3 x 10.2 cm),not found in JSON,10.16002032,1,Europe,#645129
